id,WKT
981,"POINT(13.3595404147093 49.7774941005392)"
982,"POINT(13.3584369001594 49.7777098471001)"
983,"POINT(13.354660282525 49.7772875960386)"
984,"POINT(13.3584022876376 49.7773681999208)"
985,"POINT(13.3550642096527 49.7774015511049)"
986,"POINT(13.3567618138295 49.7768885067447)"
987,"POINT(13.3566767644446 49.7783230117758)"
988,"POINT(13.3568635424646 49.7779265237943)"
989,"POINT(13.3540443490663 49.7787726167175)"
990,"POINT(13.354400767855 49.7779582109074)"
991,"POINT(13.3517440794993 49.7767043235061)"
992,"POINT(13.3570993320989 49.7774984759833)"
993,"POINT(13.366455150384 49.7808150859422)"
994,"POINT(13.3692098234229 49.7820083641792)"
995,"POINT(13.3660713047709 49.7815816472842)"
996,"POINT(13.3658765170261 49.7818739124944)"
997,"POINT(13.3699987017854 49.7809998376295)"
998,"POINT(13.368815391977 49.781516853155)"
999,"POINT(13.3709630067361 49.7806507684605)"
1000,"POINT(13.3702156766273 49.7819765975067)"
1001,"POINT(13.3718006580348 49.7820857525924)"
1002,"POINT(13.3680658148793 49.780096936038)"
1003,"POINT(13.3652957282704 49.7817153978065)"
1004,"POINT(13.3656865442166 49.7810320948513)"
1005,"POINT(13.3660386416106 49.7802878836583)"
1006,"POINT(13.3656410891462 49.7796364832059)"
1007,"POINT(13.3670227852474 49.7789011664551)"
1008,"POINT(13.3652830877074 49.7789469563976)"
1009,"POINT(13.3647461401002 49.7783309480623)"
1010,"POINT(13.3600642194301 49.7318341970737)"
1011,"POINT(13.359818610031 49.7305178246013)"
1012,"POINT(13.3666164530778 49.7796637678033)"
1013,"POINT(13.3727052649157 49.7842734595651)"
1014,"POINT(13.3720879328461 49.7829250079427)"
1015,"POINT(13.3739238075331 49.7818012796852)"
1016,"POINT(13.3769786549725 49.78180615564)"
1017,"POINT(13.373348926857 49.7810595173709)"
1018,"POINT(13.3726077418697 49.7809985536691)"
1019,"POINT(13.3729949236695 49.7818054447585)"
1020,"POINT(13.3641973082396 49.7762914385921)"
1021,"POINT(13.3621968264481 49.7775399092582)"
1022,"POINT(13.3623797535883 49.7762782334849)"
1023,"POINT(13.3690920460395 49.7779624670367)"
1024,"POINT(13.3673538809646 49.7754576939987)"
1025,"POINT(13.3668750857501 49.7767097215473)"
1026,"POINT(13.3659400183154 49.7769602058815)"
1027,"POINT(13.3686567578489 49.776144639667)"
1028,"POINT(13.3697895520939 49.777777333326)"
1029,"POINT(13.3718594446219 49.7763780325208)"
1030,"POINT(13.3721578228868 49.7768134283269)"
1031,"POINT(13.373627104921 49.7773580614649)"
1032,"POINT(13.3729783061749 49.7767090510085)"
1033,"POINT(13.3755608577093 49.7770466982606)"
1034,"POINT(13.3746759424091 49.7779095989361)"
1035,"POINT(13.3046548218611 49.7740785114802)"
1036,"POINT(13.3736224316733 49.776578351343)"
1037,"POINT(13.3764044182382 49.7806157709104)"
1038,"POINT(13.37594884822 49.7797806248324)"
1039,"POINT(13.3735427122936 49.780209766444)"
1040,"POINT(13.3741007176875 49.7811812433626)"
1041,"POINT(13.3673097754227 49.7794136890241)"
1042,"POINT(13.3727897628038 49.7802377909347)"
1043,"POINT(13.3718021522586 49.7803908380102)"
1044,"POINT(13.3850968963322 49.7855670027825)"
1045,"POINT(13.3840840159263 49.7831252710634)"
1046,"POINT(13.3832665426474 49.783327368779)"
1047,"POINT(13.3800570626165 49.7836405700387)"
1048,"POINT(13.3816138933665 49.7833117652479)"
1049,"POINT(13.3651305046983 49.7722527206541)"
1050,"POINT(13.3678127296108 49.7737594463838)"
1051,"POINT(13.36697767782 49.7740023072843)"
1052,"POINT(13.3666880571334 49.7651769808319)"
1053,"POINT(13.3696519410027 49.7651154176948)"
1054,"POINT(13.3670552324451 49.7641235974071)"
1055,"POINT(13.3702263358115 49.7639881989838)"
1056,"POINT(13.463410397011 49.7302314891263)"
1057,"POINT(13.3730995898105 49.7791809224517)"
1058,"POINT(13.3706417394655 49.7787241281635)"
1059,"POINT(13.3795394039873 49.7775409502612)"
1060,"POINT(13.3781459908746 49.777396970165)"
1061,"POINT(13.3821108464109 49.7796091276734)"
1062,"POINT(13.3803370694173 49.7765213767266)"
1063,"POINT(13.3797201899742 49.7796387752666)"
1064,"POINT(13.3784561421418 49.7799354626241)"
1065,"POINT(13.3782194293249 49.7833883201191)"
1066,"POINT(13.3833176923835 49.7781398136507)"
1067,"POINT(13.3828132235374 49.7772743786641)"
1068,"POINT(13.3793636888684 49.7824184166559)"
1069,"POINT(13.380765266186 49.7821034194243)"
1070,"POINT(13.3804837246286 49.7804811675496)"
1071,"POINT(13.3845075338863 49.7778547930783)"
1072,"POINT(13.3810058614963 49.7796252087652)"
1073,"POINT(13.3797771359366 49.7774841847697)"
1074,"POINT(13.3772278618212 49.7772607536878)"
1075,"POINT(13.3773469103431 49.7774665290828)"
1076,"POINT(13.3757538951843 49.7777302411136)"
1077,"POINT(13.3431087165858 49.7629101410342)"
1078,"POINT(13.3499384263963 49.7636570296684)"
1079,"POINT(13.3439502169454 49.7625805466777)"
1080,"POINT(13.3473223978176 49.7624831668764)"
1081,"POINT(13.3500722311796 49.7632701534605)"
1082,"POINT(13.3446760661532 49.7629255441966)"
1083,"POINT(13.351809877149 49.7637937167661)"
1084,"POINT(13.3518129612421 49.7634236370618)"
1085,"POINT(13.3456014669443 49.7629736409259)"
1086,"POINT(13.346350687629 49.7623334249614)"
1087,"POINT(13.3452118973571 49.7622719568174)"
1088,"POINT(13.3453136961169 49.7626773547799)"
1089,"POINT(13.3498350773605 49.7626846038831)"
1090,"POINT(13.3518639856649 49.7632064959132)"
1091,"POINT(13.3529647520795 49.7632443741964)"
1092,"POINT(13.353636853461 49.7631423223831)"
1093,"POINT(13.3552721198282 49.7626804171491)"
1094,"POINT(13.3558544513187 49.7625914328724)"
1095,"POINT(13.3562220980556 49.763069380731)"
1096,"POINT(13.3769691209337 49.7664887004965)"
1097,"POINT(13.3775097789645 49.7660679226024)"
1098,"POINT(13.3620845389662 49.7650958061846)"
1099,"POINT(13.363184258275 49.7640817596458)"
1100,"POINT(13.3646565031532 49.7642311160332)"
1101,"POINT(13.364493878221 49.7651964959653)"
1102,"POINT(13.3719864047447 49.7655206874489)"
1103,"POINT(13.3716669875707 49.7656413226907)"
1104,"POINT(13.3795265319188 49.7669272855372)"
1105,"POINT(13.3766757132792 49.7663234110859)"
1106,"POINT(13.3792347232166 49.7665519057887)"
1107,"POINT(13.3788482673199 49.7666921679128)"
1109,"POINT(13.4018687166248 49.7687025519675)"
1110,"POINT(13.4018187999579 49.7685703451397)"
1111,"POINT(13.4020691611502 49.7687056182611)"
1112,"POINT(13.351693180495 49.772473715345)"
1113,"POINT(13.3505662741709 49.7732890068918)"
1114,"POINT(13.3532998703566 49.7732657465962)"
1115,"POINT(13.351683331048 49.773999226618)"
1116,"POINT(13.3576405352835 49.7735343027793)"
1117,"POINT(13.356442563361 49.7736009456042)"
1118,"POINT(13.3575798932633 49.7728664944817)"
1119,"POINT(13.3596727308668 49.7734366889864)"
1120,"POINT(13.3578000894429 49.7746059364403)"
1121,"POINT(13.3639356906366 49.7750281106473)"
1122,"POINT(13.3627032258145 49.775133997528)"
1123,"POINT(13.4718492744618 49.7345981419181)"
1124,"POINT(13.4704822253289 49.7343919731175)"
1125,"POINT(13.365506798373 49.7749372808563)"
1126,"POINT(13.3636300896263 49.7743165575575)"
1127,"POINT(13.366658544044 49.7783865405872)"
1128,"POINT(13.3677391839268 49.7780198860401)"
1129,"POINT(13.3675279158685 49.7776252724641)"
1130,"POINT(13.367094476749 49.7770251762846)"
1131,"POINT(13.3704604216477 49.7779000745649)"
1132,"POINT(13.3639156773622 49.7725656550015)"
1133,"POINT(13.3613462248681 49.7726781797468)"
1134,"POINT(13.3609189451075 49.7733127931222)"
1135,"POINT(13.3647904893183 49.7735564132593)"
1136,"POINT(13.3629398947164 49.7743781641771)"
1137,"POINT(13.36524270206 49.7741228938414)"
1138,"POINT(13.3677737439481 49.7732738908086)"
1139,"POINT(13.3679441951682 49.7739642939639)"
1140,"POINT(13.3681495968558 49.7742508315772)"
1141,"POINT(13.3710889247733 49.7755241340501)"
1142,"POINT(13.370199380363 49.7752962666729)"
1143,"POINT(13.3702657187805 49.7756401696855)"
1144,"POINT(13.3826615702165 49.7805760845843)"
1145,"POINT(13.3811380642545 49.7798473316321)"
1146,"POINT(13.3817240939728 49.7802754737969)"
1147,"POINT(13.3749218360579 49.7794525487551)"
1148,"POINT(13.3741804602727 49.7787234694342)"
1149,"POINT(13.3752667821745 49.7790164986794)"
1150,"POINT(13.3755106890314 49.7789582559241)"
1151,"POINT(13.3753510592643 49.7786586417705)"
1152,"POINT(13.3765268297 49.779065161724)"
1153,"POINT(13.3748219330574 49.7781830904256)"
1154,"POINT(13.3776761139494 49.7785246267168)"
1155,"POINT(13.3693890141571 49.7744668153008)"
1156,"POINT(13.3729920817398 49.7751432272529)"
1157,"POINT(13.369374266209 49.773877903836)"
1158,"POINT(13.369938012008 49.7748208602776)"
1159,"POINT(13.3703740804557 49.7746914405631)"
1160,"POINT(13.3693237450053 49.7740648286533)"
1161,"POINT(13.4696824127122 49.7346137279237)"
1162,"POINT(13.3700850817522 49.7742791512798)"
1163,"POINT(13.3712577691155 49.7745664240638)"
1164,"POINT(13.3727263912153 49.7747227723742)"
1165,"POINT(13.3852719677958 49.779526187828)"
1166,"POINT(13.3896673367748 49.7805453817994)"
1167,"POINT(13.3750996975295 49.7787197522352)"
1168,"POINT(13.3839080692283 49.779202823839)"
1169,"POINT(13.3803133140392 49.7792392554537)"
1170,"POINT(13.3819334392597 49.7784815510577)"
1171,"POINT(13.3799714700358 49.7798848602316)"
1172,"POINT(13.3605889271926 49.7715035696156)"
1173,"POINT(13.359293458654 49.7709228121077)"
1174,"POINT(13.3613397604426 49.7709690759118)"
1175,"POINT(13.3637580615587 49.7711682678919)"
1176,"POINT(13.3629365630578 49.7714092213905)"
1177,"POINT(13.3655001292921 49.7714948627421)"
1178,"POINT(13.366962796721 49.7710709857777)"
1179,"POINT(13.37570781517 49.7739264934013)"
1180,"POINT(13.3731155043811 49.7715504224007)"
1181,"POINT(13.372437365654 49.7728789077881)"
1182,"POINT(13.3728347067906 49.772096389462)"
1183,"POINT(13.3751065352059 49.771523390644)"
1184,"POINT(13.3746503257195 49.7724660790089)"
1185,"POINT(13.3692803459783 49.7710129657336)"
1186,"POINT(13.3741894362243 49.7733763758036)"
1187,"POINT(13.3694719345046 49.7723847981397)"
1188,"POINT(13.3695630832296 49.772512518101)"
1189,"POINT(13.3699749414755 49.7730522855255)"
1190,"POINT(13.3700708978829 49.7722126809324)"
1191,"POINT(13.3722877742007 49.7731821266094)"
1192,"POINT(13.3618654516691 49.7717253822651)"
1193,"POINT(13.3621799723937 49.7703473138094)"
1194,"POINT(13.3620786484372 49.7698925899962)"
1195,"POINT(13.3618045855197 49.7700527487416)"
1196,"POINT(13.3625102809857 49.7701016641148)"
1197,"POINT(13.3632638574364 49.7695545721636)"
1198,"POINT(13.3720032716522 49.7737002267786)"
1199,"POINT(13.3735154482997 49.773811414871)"
1200,"POINT(13.3706268877923 49.773063697668)"
1201,"POINT(13.3734981740731 49.775884561292)"
1202,"POINT(13.3749440811434 49.7766068513645)"
1203,"POINT(13.3773750727309 49.7763488009578)"
1204,"POINT(13.3749356837526 49.7761671405289)"
1205,"POINT(13.3793465751138 49.7767538174512)"
1206,"POINT(13.3743510596632 49.7756367503194)"
1207,"POINT(13.3744566131883 49.7755083782419)"
1208,"POINT(13.3793326032307 49.7760342169095)"
1209,"POINT(13.376461626924 49.7751696949377)"
1210,"POINT(13.3677097360988 49.7709137586724)"
1211,"POINT(13.3671181649051 49.7700824908227)"
1212,"POINT(13.3664227212951 49.7702761234167)"
1213,"POINT(13.3662772303506 49.7700438716213)"
1214,"POINT(13.3666141183569 49.7705573130031)"
1215,"POINT(13.3646580717525 49.77050877897)"
1216,"POINT(13.365081396906 49.7709953407947)"
1217,"POINT(13.3672709254925 49.7714962934399)"
1218,"POINT(13.3671973200507 49.7716305334944)"
1219,"POINT(13.3776442378767 49.7816294009058)"
1220,"POINT(13.3857748273605 49.785471315242)"
1221,"POINT(13.4098684255263 49.7862397866375)"
1222,"POINT(13.4099229595852 49.7802296592297)"
1223,"POINT(13.4118441048877 49.7799441441031)"
1224,"POINT(13.412762949945 49.7809858529851)"
1225,"POINT(13.3783875862497 49.7743133591811)"
1226,"POINT(13.3762579439421 49.7728082570671)"
1227,"POINT(13.3807258227295 49.7704789596752)"
1228,"POINT(13.3813400738028 49.7713659852798)"
1229,"POINT(13.3790074266467 49.7709826998439)"
1230,"POINT(13.379577050262 49.7718502244966)"
1231,"POINT(13.3784435830555 49.7701438498897)"
1232,"POINT(13.3801168273548 49.7726919824866)"
1233,"POINT(13.3780994128951 49.7722412140109)"
1234,"POINT(13.3769158139897 49.770591486928)"
1235,"POINT(13.378859578008 49.7730290332109)"
1236,"POINT(13.3801062254234 49.773826555905)"
1237,"POINT(13.3794850700049 49.7740003067115)"
1238,"POINT(13.3806785365512 49.7747029647369)"
1239,"POINT(13.3798372370323 49.7749243735688)"
1240,"POINT(13.3770584808415 49.7715374800155)"
1242,"POINT(13.3643039237905 49.7699938757316)"
1243,"POINT(13.3658848143479 49.7695428687295)"
1244,"POINT(13.3638176583518 49.7686148454057)"
1245,"POINT(13.3655925279534 49.7689987189058)"
1246,"POINT(13.3641893732777 49.7696085739031)"
1247,"POINT(13.3647264936012 49.7677309165702)"
1248,"POINT(13.3657094668064 49.7678509927063)"
1249,"POINT(13.363353224015 49.7685617396888)"
1250,"POINT(13.3657973812562 49.7673060445285)"
1251,"POINT(13.3640630185308 49.7661375970594)"
1252,"POINT(13.3663657608297 49.7660816649724)"
1253,"POINT(13.3954120018661 49.7648023778044)"
1254,"POINT(13.3536207378958 49.7599212509513)"
1255,"POINT(13.3535310320571 49.7604245251154)"
1256,"POINT(13.3921495345531 49.7735092391634)"
1257,"POINT(13.3961911311867 49.7716869231811)"
1258,"POINT(13.3927186323816 49.7800567010443)"
1259,"POINT(13.3906057383797 49.7778718797078)"
1260,"POINT(13.3894111955781 49.7762611939032)"
1261,"POINT(13.3883161471074 49.775187269506)"
1262,"POINT(13.3859736280142 49.7758109052028)"
1263,"POINT(13.3879677100248 49.7754892114367)"
1264,"POINT(13.3894514155134 49.7767363564428)"
1265,"POINT(13.3895966061439 49.7766340398388)"
1266,"POINT(13.3897795943607 49.7770636410964)"
1267,"POINT(13.3889997408051 49.7744449656243)"
1268,"POINT(13.3893493456207 49.7741286910185)"
1269,"POINT(13.3901187606034 49.7739758572947)"
1270,"POINT(13.3557922774647 49.7619197851685)"
1271,"POINT(13.3571867827785 49.7620179823449)"
1272,"POINT(13.3565031609201 49.762367180446)"
1273,"POINT(13.3538804926103 49.7617758791578)"
1274,"POINT(13.3565123552089 49.7619613085314)"
1275,"POINT(13.3560565711402 49.7609469514336)"
1276,"POINT(13.354287546066 49.7604425176472)"
1277,"POINT(13.3589071315673 49.7615553590974)"
1278,"POINT(13.3578782185381 49.7609768315785)"
1279,"POINT(13.3554924226275 49.7608983624717)"
1280,"POINT(13.3561321812618 49.7604405785638)"
1281,"POINT(13.3547010947763 49.7594344495357)"
1282,"POINT(13.3575415444374 49.7602402748081)"
1283,"POINT(13.355003549751 49.7604738012715)"
1284,"POINT(13.3550439533709 49.760193258652)"
1285,"POINT(13.3557473544844 49.7605345415091)"
1286,"POINT(13.368234937829 49.761311551134)"
1287,"POINT(13.3692190126952 49.7623583816052)"
1288,"POINT(13.3605803349007 49.7618380087724)"
1289,"POINT(13.3605038050741 49.7608323306008)"
1290,"POINT(13.3651369144547 49.7620999017444)"
1291,"POINT(13.3645011320657 49.762354611339)"
1292,"POINT(13.3658145087258 49.7624536965477)"
1293,"POINT(13.3675714909117 49.7625674505653)"
1294,"POINT(13.3580121944293 49.7625592806883)"
1295,"POINT(13.3639995194242 49.7631897270924)"
1296,"POINT(13.365727118212 49.7634957494931)"
1297,"POINT(13.3577288496642 49.7620615209179)"
1298,"POINT(13.3828523056901 49.7709292139886)"
1299,"POINT(13.3814656074962 49.7717917606553)"
1300,"POINT(13.3829116550116 49.7725797266502)"
1301,"POINT(13.3827753826952 49.7721360193993)"
1302,"POINT(13.3816143236207 49.7734063743754)"
1303,"POINT(13.3805433262521 49.7720579734818)"
1304,"POINT(13.381123364131 49.7740002526915)"
1305,"POINT(13.3808640424278 49.7736157737031)"
1306,"POINT(13.3819555964241 49.7759165190777)"
1308,"POINT(13.3837954957563 49.7756408646761)"
1309,"POINT(13.3830508622187 49.7730054695227)"
1310,"POINT(13.3820631781585 49.7728109457203)"
1311,"POINT(13.3679647772063 49.7685088575956)"
1312,"POINT(13.3701430408053 49.768216793436)"
1313,"POINT(13.3685578324108 49.7672597983362)"
1314,"POINT(13.3657136584959 49.7682165494147)"
1315,"POINT(13.3691961779951 49.7660352236696)"
1316,"POINT(13.3656497473378 49.7686166267709)"
1317,"POINT(13.3662148433777 49.7668297059166)"
1318,"POINT(13.3697316390713 49.7692924590675)"
1319,"POINT(13.370474075503 49.7688088589985)"
1320,"POINT(13.371020099267 49.7686688644531)"
1321,"POINT(13.3715258583351 49.7694498183784)"
1322,"POINT(13.3716808116732 49.7701066104259)"
1323,"POINT(13.3732329535615 49.7696477049778)"
1324,"POINT(13.3741075945831 49.7691722089108)"
1325,"POINT(13.3731959058743 49.7702691759406)"
1326,"POINT(13.3752098154577 49.7688204742536)"
1327,"POINT(13.3752203244604 49.7696685743666)"
1328,"POINT(13.3717095555825 49.7706985880006)"
1329,"POINT(13.3731823791107 49.7705454662799)"
1330,"POINT(13.373177775778 49.770884405057)"
1331,"POINT(13.3716233585701 49.7713409251894)"
1332,"POINT(13.3751809210374 49.7706002905533)"
1333,"POINT(13.407990245304 49.7728665150995)"
1334,"POINT(13.4085138163734 49.7739070414419)"
1335,"POINT(13.4101567203496 49.772857209246)"
1336,"POINT(13.4085141887558 49.7721553206618)"
1337,"POINT(13.4101705836424 49.7722001965979)"
1338,"POINT(13.40784566856 49.7741177951699)"
1339,"POINT(13.4110760223709 49.7731438178145)"
1340,"POINT(13.4114912713941 49.7726043339382)"
1341,"POINT(13.4110314595245 49.7735131893351)"
1342,"POINT(13.4708765141872 49.7309086681333)"
1343,"POINT(13.4697982135605 49.7325196699914)"
1344,"POINT(13.410131459845 49.7736483126128)"
1345,"POINT(13.424928761939 49.7761225213839)"
1346,"POINT(13.4208233231983 49.7747803442259)"
1347,"POINT(13.410198947377 49.7772164065207)"
1348,"POINT(13.4112387855881 49.7744622954873)"
1349,"POINT(13.4100803324936 49.7755203649102)"
1350,"POINT(13.4100410112422 49.7746328807367)"
1351,"POINT(13.4102601570255 49.7757145560183)"
1352,"POINT(13.4088684744045 49.7748235806876)"
1353,"POINT(13.4084559962438 49.7749653531711)"
1354,"POINT(13.4227080227637 49.7778193753057)"
1355,"POINT(13.4284753845679 49.7743328705651)"
1356,"POINT(13.4276125574962 49.7746357783457)"
1357,"POINT(13.4290502368463 49.7750525024896)"
1358,"POINT(13.4293718192763 49.7740106314554)"
1359,"POINT(13.4297886636158 49.7747910503719)"
1360,"POINT(13.4283837560773 49.7752740527001)"
1361,"POINT(13.4293952689078 49.7749625770643)"
1362,"POINT(13.4287251993614 49.7754712529533)"
1363,"POINT(13.4290837873297 49.7756673839199)"
1364,"POINT(13.4305442870057 49.77570502672)"
1365,"POINT(13.4100776783431 49.7772166197679)"
1366,"POINT(13.4100483013076 49.7769924752276)"
1367,"POINT(13.4092229952805 49.7772250154009)"
1368,"POINT(13.409371621911 49.775970595942)"
1369,"POINT(13.4083086969911 49.7760633423044)"
1370,"POINT(13.409233521849 49.7757810223032)"
1371,"POINT(13.395495316534 49.7711136827206)"
1372,"POINT(13.3985293268841 49.7706870905998)"
1373,"POINT(13.4068337502997 49.7698645148)"
1374,"POINT(13.4085683863568 49.7713259031278)"
1375,"POINT(13.4692068304053 49.7325324885935)"
1376,"POINT(13.4102052336525 49.771368864106)"
1377,"POINT(13.4120031775372 49.772003675998)"
1378,"POINT(13.412336748785 49.7715151018656)"
1379,"POINT(13.4085673977484 49.7706898030198)"
1380,"POINT(13.4102438309323 49.7704779989742)"
1381,"POINT(13.4141539701898 49.7720031917972)"
1382,"POINT(13.4150624612464 49.7710642244081)"
1383,"POINT(13.4124538143027 49.7706505302263)"
1384,"POINT(13.4041113826509 49.7696182877494)"
1385,"POINT(13.3623935698477 49.768236607328)"
1386,"POINT(13.3605346153975 49.7676416635159)"
1387,"POINT(13.3710403033823 49.7684502900445)"
1388,"POINT(13.3778654108658 49.7693035495898)"
1389,"POINT(13.3777813254745 49.7691361801259)"
1390,"POINT(13.3801664178268 49.7696335996324)"
1391,"POINT(13.3816542888311 49.7691751452384)"
1392,"POINT(13.3822536354723 49.7700353544322)"
1393,"POINT(13.3826475294208 49.7717218868321)"
1394,"POINT(13.3760557189869 49.77174341296)"
1395,"POINT(13.3820874097429 49.7718594048603)"
1396,"POINT(13.3822173739454 49.7722827858536)"
1397,"POINT(13.3746322172284 49.7680717166526)"
1398,"POINT(13.4696035206125 49.7330209433976)"
1399,"POINT(13.3764398605078 49.7682955216364)"
1400,"POINT(13.3760625668739 49.7680515243126)"
1401,"POINT(13.377383287003 49.7676213093242)"
1402,"POINT(13.3783260084324 49.7669091984534)"
1403,"POINT(13.3788009543141 49.7683834267478)"
1404,"POINT(13.37971117996 49.7676964566452)"
1405,"POINT(13.3803901025415 49.768101298275)"
1406,"POINT(13.3550116976933 49.7688640470283)"
1407,"POINT(13.3542883908758 49.7696382209808)"
1408,"POINT(13.3538080536976 49.7701761535356)"
1409,"POINT(13.3528130017441 49.7698750887453)"
1410,"POINT(13.3556927176208 49.7699980702432)"
1411,"POINT(13.3565764959958 49.7691012240297)"
1412,"POINT(13.3547632089105 49.7705909464666)"
1413,"POINT(13.3537341298392 49.7713737280471)"
1414,"POINT(13.3517062331523 49.7701878070294)"
1415,"POINT(13.3567837724548 49.7702701697567)"
1416,"POINT(13.3577787573661 49.7693345435184)"
1417,"POINT(13.4689579169196 49.7330328778249)"
1418,"POINT(13.3553400301403 49.7709787041656)"
1419,"POINT(13.357066290488 49.7703738964335)"
1420,"POINT(13.3576764083729 49.7698118253141)"
1421,"POINT(13.3538517732823 49.771568286332)"
1422,"POINT(13.3555479165425 49.7711355514123)"
1423,"POINT(13.3521981276834 49.7718855897211)"
1424,"POINT(13.3494965877576 49.7704821863229)"
1425,"POINT(13.3558311126567 49.7728077849057)"
1426,"POINT(13.35352405802 49.7694142078981)"
1427,"POINT(13.3580199756632 49.7694108795663)"
1428,"POINT(13.3627746480477 49.7673688377722)"
1429,"POINT(13.3613008508012 49.766906288194)"
1430,"POINT(13.3597055214504 49.7674950201965)"
1431,"POINT(13.361732682248 49.7662485538118)"
1432,"POINT(13.3631786079063 49.7665294420526)"
1433,"POINT(13.3611658133257 49.7670458696622)"
1434,"POINT(13.3613796491461 49.7665565155372)"
1435,"POINT(13.3615345756806 49.7656106384851)"
1436,"POINT(13.4415812164984 49.7721048640833)"
1437,"POINT(13.4429907560226 49.7720583544662)"
1438,"POINT(13.4430044611602 49.7728297168738)"
1439,"POINT(13.4411529425029 49.7720544827116)"
1440,"POINT(13.4123528830611 49.7702108850773)"
1441,"POINT(13.4139020668924 49.7708764390859)"
1442,"POINT(13.4145690379119 49.77097760868)"
1443,"POINT(13.440057760633 49.7721452810802)"
1444,"POINT(13.4397269776998 49.7724052922038)"
1445,"POINT(13.3206900348046 49.741124359391)"
1446,"POINT(13.3186790795436 49.7404132919377)"
1447,"POINT(13.3208771523643 49.7461668842193)"
1448,"POINT(13.320893996629 49.7458226921684)"
1449,"POINT(13.3220774666267 49.7462855976792)"
1450,"POINT(13.4694043556974 49.7334975300736)"
1451,"POINT(13.3226356394172 49.7459949407507)"
1452,"POINT(13.3219793296811 49.7446974154394)"
1453,"POINT(13.3226182632265 49.7467163793185)"
1454,"POINT(13.3226700318693 49.745235337567)"
1455,"POINT(13.3226966079423 49.7451589075727)"
1456,"POINT(13.3228009425467 49.744701880021)"
1457,"POINT(13.322840080904 49.7445132804602)"
1458,"POINT(13.323640408388 49.7447806103682)"
1459,"POINT(13.325058022364 49.7431634927961)"
1460,"POINT(13.3239785681541 49.7427806342026)"
1461,"POINT(13.3286863272376 49.7408400881835)"
1462,"POINT(13.3303080582636 49.7414979902094)"
1463,"POINT(13.3265419018988 49.7406507412704)"
1464,"POINT(13.3269033630311 49.740297556788)"
1465,"POINT(13.3279246334253 49.7411105008461)"
1466,"POINT(13.3273549636716 49.7408055702608)"
1467,"POINT(13.3272412111065 49.7411837636047)"
1468,"POINT(13.3286518783286 49.7417041662789)"
1469,"POINT(13.327247604041 49.7426137333679)"
1470,"POINT(13.3259967262203 49.7416571145767)"
1471,"POINT(13.3295403183278 49.7439334462357)"
1472,"POINT(13.3295848354754 49.7429355253189)"
1473,"POINT(13.327484729724 49.7432181451728)"
1474,"POINT(13.327604808848 49.7435027690337)"
1475,"POINT(13.3324885860499 49.7419458170059)"
1476,"POINT(13.3300300134143 49.7457497947098)"
1477,"POINT(13.3301783757258 49.7459919230484)"
1478,"POINT(13.3279512945273 49.74553249943)"
1479,"POINT(13.4687226624996 49.7335037363923)"
1480,"POINT(13.3317120636667 49.7410633361029)"
1481,"POINT(13.3318210548643 49.7404652641547)"
1482,"POINT(13.3289090658173 49.7405383182226)"
1483,"POINT(13.2948083261118 49.7444620621172)"
1484,"POINT(13.2995430906814 49.7498260887427)"
1485,"POINT(13.2968590905007 49.7471151177012)"
1486,"POINT(13.320079188457 49.7485306509112)"
1487,"POINT(13.3166239336549 49.7492837144591)"
1488,"POINT(13.3003183148185 49.7505648666233)"
1489,"POINT(13.3010125082048 49.7515401444883)"
1490,"POINT(13.3016725725842 49.7518661526979)"
1491,"POINT(13.3019791653939 49.7522892403061)"
1492,"POINT(13.301685406397 49.7506820110266)"
1493,"POINT(13.3022819128074 49.7513281983344)"
1494,"POINT(13.3077369753916 49.7528879459457)"
1495,"POINT(13.3072691836436 49.7522894504217)"
1496,"POINT(13.3061087226392 49.7526046172539)"
1497,"POINT(13.30557762405 49.7518776411652)"
1498,"POINT(13.315174747376 49.7483835660376)"
1499,"POINT(13.3236971869247 49.7472641920377)"
1500,"POINT(13.3245260739794 49.7474617711283)"
1501,"POINT(13.324291908078 49.7451762626139)"
1502,"POINT(13.3242751603023 49.7463188452364)"
1503,"POINT(13.3252574824757 49.7469737405414)"
1504,"POINT(13.3254001306205 49.7464020140097)"
1505,"POINT(13.3264200265143 49.7465028430995)"
1506,"POINT(13.3262673128604 49.7470383244587)"
1507,"POINT(13.3275998829359 49.7467085550053)"
1508,"POINT(13.3260059440424 49.7460793615767)"
1509,"POINT(13.3266414134882 49.7461421835451)"
1510,"POINT(13.3267035385369 49.7459201568043)"
1511,"POINT(13.3260945542534 49.7456689033523)"
1512,"POINT(13.3273029137646 49.7443463411922)"
1513,"POINT(13.3259441744541 49.7451824189808)"
1514,"POINT(13.3253105545094 49.7441120882078)"
1515,"POINT(13.3250528854497 49.7452515047224)"
1516,"POINT(13.3252120476505 49.7445755311188)"
1517,"POINT(13.3244262489091 49.7446398424784)"
1518,"POINT(13.3244875365571 49.7457065081613)"
1519,"POINT(13.336259422146 49.7463012075262)"
1520,"POINT(13.3327798226368 49.7442188669683)"
1521,"POINT(13.3328709861445 49.7436313391665)"
1522,"POINT(13.3308306204453 49.7451791314575)"
1523,"POINT(13.3307488922709 49.7455171063336)"
1524,"POINT(13.3269602744331 49.7455105018175)"
1525,"POINT(13.3277417585878 49.7455635858902)"
1526,"POINT(13.3296979587316 49.7452505942375)"
