id,WKT
232,"POINT(13.2801464206147 49.7090427242928)"
233,"POINT(13.279957560394 49.7096319131898)"
234,"POINT(13.2807627701695 49.709899628367)"
235,"POINT(13.2823165878836 49.707263710347)"
236,"POINT(13.2814758126721 49.7072032989732)"
237,"POINT(13.280875774383 49.7073554842542)"
238,"POINT(13.2803406874472 49.7077605688139)"
239,"POINT(13.2825745766457 49.7077552769539)"
240,"POINT(13.2784954683001 49.7069754525339)"
241,"POINT(13.2778987161131 49.706628860871)"
242,"POINT(13.3124631745457 49.6801091456192)"
243,"POINT(13.3522767692148 49.6816500289134)"
244,"POINT(13.3499055170843 49.6771818204379)"
245,"POINT(13.3654288262359 49.6831037757485)"
246,"POINT(13.3552882655504 49.6723538790983)"
247,"POINT(13.4144498381932 49.7260187106235)"
248,"POINT(13.413867215352 49.7268785152473)"
249,"POINT(13.343409087741 49.6606363940995)"
250,"POINT(13.3566100476056 49.6930649090578)"
251,"POINT(13.3625679261254 49.6976073776395)"
252,"POINT(13.3540409742764 49.6918460184154)"
253,"POINT(13.351173764516 49.6913537684703)"
254,"POINT(13.384051295713 49.6851729527061)"
255,"POINT(13.3844594321721 49.6860558982315)"
256,"POINT(13.3880462176887 49.6894278233763)"
257,"POINT(13.433804114385 49.6856869064198)"
258,"POINT(13.4361410361275 49.6868222764894)"
259,"POINT(13.4344647700047 49.6979602560706)"
260,"POINT(13.4861130996597 49.6935483315015)"
261,"POINT(13.536056917774 49.7405893587408)"
262,"POINT(13.5641038836635 49.7501261254831)"
263,"POINT(13.3314370270302 49.7427972714608)"
264,"POINT(13.3308969643167 49.7427450924434)"
265,"POINT(13.4359935924863 49.6867873246643)"
266,"POINT(13.4402832960222 49.6825349775318)"
267,"POINT(13.4339765146971 49.688845562765)"
268,"POINT(13.4447253189813 49.6795566143248)"
269,"POINT(13.444458085979 49.6790115785692)"
270,"POINT(13.4453319942365 49.6792638368576)"
271,"POINT(13.4431152784337 49.6805123529517)"
272,"POINT(13.4428838455589 49.6806672922042)"
273,"POINT(13.4441442114916 49.6789876918172)"
274,"POINT(13.4419954052489 49.6812671199046)"
275,"POINT(13.4120565364725 49.7282827748495)"
276,"POINT(13.4151197800489 49.7287920253349)"
277,"POINT(13.3229640821346 49.7269335080002)"
278,"POINT(13.3223312345236 49.7250210578641)"
279,"POINT(13.3247407433755 49.7248828077896)"
280,"POINT(13.3212215511357 49.7139641574714)"
281,"POINT(13.3325978547233 49.722373471425)"
282,"POINT(13.3813627661338 49.7296316081585)"
283,"POINT(13.3766657488373 49.7293240252828)"
284,"POINT(13.3744830927067 49.7295456782124)"
285,"POINT(13.3657823542708 49.7263195491936)"
286,"POINT(13.3647294467467 49.7267512181431)"
287,"POINT(13.3643766968779 49.726767913618)"
288,"POINT(13.3819912914043 49.7294589640851)"
289,"POINT(13.3813759647027 49.729873976113)"
290,"POINT(13.4099652105581 49.734344231756)"
291,"POINT(13.4104356073406 49.7341836839967)"
292,"POINT(13.4115484173724 49.7337809971044)"
293,"POINT(13.4250967233588 49.7354970513205)"
294,"POINT(13.4299864754112 49.7369942286743)"
295,"POINT(13.4318976292447 49.7377228992339)"
296,"POINT(13.4146020679128 49.7321193912083)"
297,"POINT(13.4150697588945 49.731840482426)"
298,"POINT(13.4164441033618 49.7306656735035)"
299,"POINT(13.4172839573272 49.7293077216253)"
300,"POINT(13.417798499021 49.7284335892572)"
301,"POINT(13.4222769399191 49.7325279333369)"
302,"POINT(13.4224119547044 49.7326997343205)"
303,"POINT(13.4224696597155 49.732788733446)"
304,"POINT(13.4227964258594 49.7327330736967)"
305,"POINT(13.3419743481922 49.7187444239324)"
306,"POINT(13.3426540206411 49.719560338929)"
307,"POINT(13.3815174534962 49.7164809228957)"
308,"POINT(13.3813189292985 49.7163688636504)"
309,"POINT(13.3823473143595 49.7167790874293)"
310,"POINT(13.3998676252253 49.7243126796148)"
311,"POINT(13.4011399535658 49.7248242019028)"
312,"POINT(13.3982372098289 49.7249782599449)"
313,"POINT(13.3979400813814 49.7249603147886)"
314,"POINT(13.3990732490347 49.7251720944372)"
315,"POINT(13.3512471807154 49.7352129178338)"
316,"POINT(13.3519250109404 49.7353596213539)"
317,"POINT(13.4180000227184 49.7277862706954)"
318,"POINT(13.4175489708795 49.7234328110089)"
319,"POINT(13.4170377512408 49.7227657387969)"
320,"POINT(13.4161524903657 49.7216086961196)"
321,"POINT(13.4153342607094 49.7228194693487)"
322,"POINT(13.4071427869533 49.7167615977907)"
323,"POINT(13.4159154897092 49.7186464927064)"
324,"POINT(13.3492377743351 49.7353777473818)"
325,"POINT(13.3380980684526 49.7360652422494)"
328,"POINT(13.3183192427267 49.7254512070791)"
329,"POINT(13.3116358638147 49.7265076667951)"
330,"POINT(13.3647842187847 49.7399657100529)"
331,"POINT(13.3647018573988 49.7411425036587)"
332,"POINT(13.3636118732602 49.7386794085315)"
333,"POINT(13.3647795588054 49.7398735603705)"
334,"POINT(13.3633521774509 49.7388754176768)"
335,"POINT(13.3629110254364 49.7389759331621)"
336,"POINT(13.3623621232317 49.7388702163463)"
337,"POINT(13.3568951829306 49.730484785715)"
338,"POINT(13.3511492283339 49.7349634260277)"
339,"POINT(13.3507739868261 49.734907205093)"
340,"POINT(13.3512611945803 49.7351747872223)"
341,"POINT(13.3511879807282 49.7352859426302)"
342,"POINT(13.3505465446598 49.7352334334403)"
343,"POINT(13.3505389400423 49.735055978916)"
344,"POINT(13.3510930454245 49.7353427396762)"
345,"POINT(13.3507603338927 49.735365212522)"
346,"POINT(13.3609034540983 49.7384202883032)"
347,"POINT(13.3620601949305 49.7385939707974)"
348,"POINT(13.3634713811148 49.7380540140985)"
349,"POINT(13.3621449999449 49.7381455944844)"
350,"POINT(13.4034690900292 49.739544299439)"
351,"POINT(13.4038026977493 49.7387267390376)"
352,"POINT(13.4020125680875 49.7431713436414)"
353,"POINT(13.3607545683325 49.7347592878247)"
354,"POINT(13.3626042087826 49.7379123373914)"
355,"POINT(13.4023566552345 49.7445396207306)"
356,"POINT(13.4028544648969 49.745112895033)"
357,"POINT(13.4018011902312 49.7451549551734)"
358,"POINT(13.4017650212909 49.7454693281378)"
359,"POINT(13.4020241400183 49.7458085982675)"
360,"POINT(13.4025923416814 49.7453103192473)"
327,"POINT(13.3375608965752 49.7386932014072)"
361,"POINT(13.4025946781758 49.7453213396669)"
362,"POINT(13.402759790216 49.7468235164851)"
363,"POINT(13.4025629771015 49.7465097822886)"
364,"POINT(13.3317239754623 49.7428215527146)"
365,"POINT(13.4026437956482 49.7457034129594)"
366,"POINT(13.4025716883674 49.7464604619505)"
367,"POINT(13.4024791995579 49.7469444677998)"
368,"POINT(13.4026013620145 49.7475055630492)"
369,"POINT(13.4286188890733 49.7423094122362)"
370,"POINT(13.4287649792297 49.7447781814909)"
371,"POINT(13.4076070040179 49.735212935842)"
372,"POINT(13.4079837944859 49.7353302487858)"
373,"POINT(13.4099637422604 49.735568621335)"
374,"POINT(13.4089697109455 49.7364581172468)"
375,"POINT(13.4062310625238 49.7361669106076)"
376,"POINT(13.4051496368458 49.7371413263002)"
377,"POINT(13.4047812081992 49.7372647299417)"
378,"POINT(13.4049339011475 49.737335281979)"
379,"POINT(13.4045708089306 49.7371805463602)"
380,"POINT(13.4058419864397 49.7360893501058)"
381,"POINT(13.4061023709913 49.7359914288626)"
382,"POINT(13.406117297152 49.7360912931034)"
383,"POINT(13.4053602999608 49.7364401092398)"
384,"POINT(13.4048554583689 49.7368884349852)"
385,"POINT(13.4050045343516 49.737025523989)"
386,"POINT(13.3829303519371 49.7519158308957)"
387,"POINT(13.3839242769083 49.7528791355151)"
388,"POINT(13.4067421105662 49.735840295383)"
389,"POINT(13.4066701925658 49.7360383823553)"
390,"POINT(13.4065822114767 49.7361046455733)"
391,"POINT(13.4085527737374 49.7368046024334)"
392,"POINT(13.4099483838741 49.7396266899482)"
393,"POINT(13.4073624677796 49.7351498514145)"
394,"POINT(13.4064208961983 49.7357408888718)"
395,"POINT(13.4066356930788 49.7357453874581)"
396,"POINT(13.4062125102714 49.7358375115982)"
397,"POINT(13.3405160547793 49.7400250950608)"
398,"POINT(13.4008782047775 49.7488039713557)"
399,"POINT(13.4000141045434 49.7483937878259)"
400,"POINT(13.4018538420612 49.748457330449)"
401,"POINT(13.4012129078092 49.7491970598774)"
402,"POINT(13.3181830155143 49.7424724517114)"
403,"POINT(13.3181709423976 49.743445080717)"
404,"POINT(13.316946751889 49.7436171025269)"
405,"POINT(13.3181663960421 49.7439961604917)"
406,"POINT(13.3224948919605 49.7444791430435)"
407,"POINT(13.3325976902623 49.7479296912971)"
408,"POINT(13.3320048231607 49.7453926631144)"
409,"POINT(13.3468458016624 49.7426896994545)"
410,"POINT(13.3473804440892 49.7428135028957)"
411,"POINT(13.3660482323079 49.7491439357461)"
412,"POINT(13.3662230349869 49.7498928441115)"
413,"POINT(13.366244430597 49.749933931148)"
414,"POINT(13.3659308532526 49.7483946596081)"
415,"POINT(13.3657374592751 49.747565144976)"
416,"POINT(13.3750149687078 49.7545013668281)"
417,"POINT(13.3734356060305 49.7531078167781)"
418,"POINT(13.3859097597091 49.7111654352796)"
419,"POINT(13.385564910458 49.7114985337202)"
420,"POINT(13.4019039301611 49.7499030833462)"
421,"POINT(13.4015463601492 49.7519893180507)"
422,"POINT(13.4015751785283 49.7523892548086)"
423,"POINT(13.4016437694737 49.7519706820277)"
424,"POINT(13.4015970438937 49.7524251612538)"
425,"POINT(13.4015576299519 49.7525445311004)"
426,"POINT(13.401467452467 49.7528798046699)"
427,"POINT(13.4021529255383 49.7512392342747)"
428,"POINT(13.4021989364622 49.7484692463605)"
429,"POINT(13.4020867857501 49.7490453015612)"
430,"POINT(13.4020034161046 49.7494734644022)"
431,"POINT(13.4318956994604 49.7524240034089)"
432,"POINT(13.4339012398886 49.7522040088296)"
433,"POINT(13.4287786844152 49.7399999895351)"
434,"POINT(13.3334577656285 49.7601695275806)"
435,"POINT(13.3309089696281 49.7609600766648)"
436,"POINT(13.3195354278706 49.754342105511)"
437,"POINT(13.3307873948074 49.7596624644059)"
438,"POINT(13.3320359434778 49.7607569882156)"
439,"POINT(13.3665449494341 49.7115751666583)"
440,"POINT(13.3651889846373 49.7115336933821)"
441,"POINT(13.3344044721983 49.7631280970855)"
442,"POINT(13.3367667149503 49.7647618549684)"
443,"POINT(13.3333823731784 49.7637433573151)"
444,"POINT(13.3349656397762 49.7642907512298)"
445,"POINT(13.3363469260274 49.764958630869)"
446,"POINT(13.3367887276093 49.7647776984121)"
447,"POINT(13.3961129515274 49.7682675773453)"
449,"POINT(13.3463221152196 49.7654455731986)"
450,"POINT(13.3389619632123 49.7646811990005)"
451,"POINT(13.3368164646952 49.7647978633517)"
452,"POINT(13.3371489856672 49.7650473853641)"
453,"POINT(13.3372342222966 49.7651145592088)"
454,"POINT(13.3378527545731 49.7654182813315)"
455,"POINT(13.3387167376992 49.7651554975921)"
456,"POINT(13.3359249567691 49.7651387360492)"
457,"POINT(13.3362251306889 49.7656482403581)"
458,"POINT(13.3373666988061 49.7657101604324)"
459,"POINT(13.3387379468484 49.7667102384968)"
460,"POINT(13.3383447638592 49.7656989739608)"
461,"POINT(13.3390337996035 49.7671325922281)"
462,"POINT(13.3365509518363 49.7659184296953)"
463,"POINT(13.3631689597453 49.7671172143261)"
464,"POINT(13.3615263652256 49.7665799627281)"
465,"POINT(13.3606655462156 49.7663714654285)"
466,"POINT(13.3564504780885 49.7663023070045)"
467,"POINT(13.3832093188922 49.7734390246469)"
469,"POINT(13.3798554003715 49.7677824561976)"
470,"POINT(13.3810194131799 49.7677322840015)"
473,"POINT(13.4050726260786 49.7698189348373)"
474,"POINT(13.4058086105112 49.7716321536968)"
475,"POINT(13.3375177517995 49.7646055073519)"
476,"POINT(13.3181409439065 49.7531546926412)"
477,"POINT(13.3185829387351 49.7535506863425)"
478,"POINT(13.318420059462 49.7540446631154)"
479,"POINT(13.319329060112 49.7541739146621)"
480,"POINT(13.3169891187762 49.7534631285285)"
481,"POINT(13.3348782608303 49.7598450776984)"
471,"POINT(13.3878098206452 49.7725001075868)"
448,"POINT(13.3964442078024 49.7703007213311)"
482,"POINT(13.3194272021745 49.754255890209)"
483,"POINT(13.3811684653499 49.7564872394709)"
484,"POINT(13.3847829838561 49.7568047188986)"
485,"POINT(13.3470522118449 49.7634672406395)"
486,"POINT(13.352486437359 49.7661091567361)"
487,"POINT(13.3683993792081 49.7593994687708)"
488,"POINT(13.3689721297256 49.7601275018398)"
489,"POINT(13.3855619565819 49.7581751017185)"
490,"POINT(13.385175125064 49.760227954699)"
491,"POINT(13.3855482123387 49.7602260714805)"
492,"POINT(13.3857292266214 49.7604239079042)"
493,"POINT(13.3931988964624 49.759409959484)"
494,"POINT(13.3888186157531 49.7600671627564)"
495,"POINT(13.3857252064254 49.7604649820882)"
496,"POINT(13.3855545901194 49.76063115396)"
497,"POINT(13.3851789617518 49.760631957376)"
498,"POINT(13.3850673983459 49.7602944861375)"
499,"POINT(13.384871661096 49.7625299304634)"
500,"POINT(13.38067922364 49.7639590225101)"
501,"POINT(13.3854151133664 49.7544003103763)"
502,"POINT(13.3974445932434 49.7587885578304)"
503,"POINT(13.3987765166709 49.7627703248938)"
504,"POINT(13.3981706569825 49.7670478510041)"
505,"POINT(13.3976984521611 49.7692244496497)"
507,"POINT(13.4496952810023 49.7673219482093)"
508,"POINT(13.4646054009841 49.7654802427476)"
509,"POINT(13.4487546585198 49.7672609777661)"
510,"POINT(13.399418252657 49.7555272951032)"
511,"POINT(13.449739109137 49.7676911627221)"
512,"POINT(13.440285483465 49.747664294751)"
513,"POINT(13.4404131525517 49.7512264487014)"
514,"POINT(13.3504923045627 49.7736634876012)"
515,"POINT(13.3524199033691 49.7741987086918)"
516,"POINT(13.3457360389394 49.7716582732824)"
517,"POINT(13.349946118724 49.7733622258422)"
518,"POINT(13.3503620646399 49.7733898291023)"
519,"POINT(13.3504270266277 49.7734310859827)"
520,"POINT(13.349876305694 49.7737827051636)"
521,"POINT(13.3503171712601 49.7738043610817)"
523,"POINT(13.3794699354323 49.7751628923573)"
524,"POINT(13.4700740636775 49.765623248324)"
525,"POINT(13.4701804699851 49.765226908669)"
526,"POINT(13.4702635722346 49.765634888467)"
527,"POINT(13.4704328516833 49.766505798927)"
528,"POINT(13.4641844161629 49.763137603468)"
529,"POINT(13.3335597559599 49.7225010423324)"
530,"POINT(13.3962666913915 49.7589495674782)"
531,"POINT(13.385945873826 49.7604223597004)"
532,"POINT(13.3444237199692 49.7212928229328)"
533,"POINT(13.3462405899205 49.7213349633484)"
534,"POINT(13.3830889537221 49.7531053985397)"
535,"POINT(13.3859316241934 49.7539866704866)"
536,"POINT(13.3852474293411 49.7539212456923)"
537,"POINT(13.382292173378 49.7505351329914)"
538,"POINT(13.3812150059074 49.750093144233)"
539,"POINT(13.3794519634975 49.7667306196393)"
540,"POINT(13.3766907620016 49.7648805187779)"
541,"POINT(13.3320591099765 49.7607815637888)"
542,"POINT(13.317182207237 49.7522113963423)"
543,"POINT(13.3982367466658 49.7665993368596)"
544,"POINT(13.3982261724756 49.766671100862)"
545,"POINT(13.3982501910476 49.7665081021973)"
546,"POINT(13.402032879318 49.7493221505845)"
547,"POINT(13.3824642593517 49.7509232525699)"
548,"POINT(13.382006951549 49.7499293827723)"
549,"POINT(13.3457735196222 49.7424344467144)"
550,"POINT(13.3372494170534 49.7308516432533)"
551,"POINT(13.3375627788075 49.7327130580772)"
552,"POINT(13.3532771616423 49.7307249271791)"
553,"POINT(13.3581116622298 49.7324673267636)"
554,"POINT(13.3563405216609 49.7290216253706)"
555,"POINT(13.3528482994499 49.7273110379583)"
556,"POINT(13.3415448368825 49.740779737212)"
557,"POINT(13.3427744456857 49.7201283187243)"
558,"POINT(13.4374534876287 49.7521478151051)"
559,"POINT(13.440416072061 49.7523409979045)"
560,"POINT(13.440260831719 49.757000408748)"
561,"POINT(13.440558065531 49.7532213092572)"
562,"POINT(13.4085493792492 49.7361429595747)"
563,"POINT(13.4077580155943 49.7366885161793)"
564,"POINT(13.4088269192952 49.7359832307246)"
565,"POINT(13.3448739964086 49.7632999558982)"
566,"POINT(13.3434764830039 49.7632940096635)"
567,"POINT(13.3475966430776 49.7412515697026)"
568,"POINT(13.3503507837211 49.7739478855676)"
569,"POINT(13.3506467321358 49.7764563757096)"
